Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Grade,Stress_Level_Category
Female,18,CS,0.4390878175635126,0.12437479159719907,0.768589529843281,0.13685474189675875,0.2631684358101342,0.667,0.5569113822764552,0.316,no,yes,Bachelor's,,1.0,0.9600000000000002,F,High
Male,21,CS,0.7867573514702941,0.37279093031010335,0.867622540846949,0.6660664265706283,0.6951732425395554,0.837,0.33026605321064206,0.488,no,yes,PhD,,0.4444444444444444,0.34,A,Medium
Male,18,Engineering,0.9233846769353871,0.9323107702567522,0.3409469823274425,0.692877150860344,0.40977368315641893,0.351,0.7467493498699741,0.716,yes,yes,Master's,,0.1111111111111111,0.72,A,Low
Female,23,Engineering,0.5993198639727946,0.8771257085695231,0.6605535178392798,0.6772709083633451,0.8345683957540558,0.29700000000000004,0.019403880776155208,0.68,no,yes,Bachelor's,,0.8888888888888888,0.68,A,High
Male,24,Business,0.18703740748149633,0.3944648216072023,0.5491830610203401,0.5524209683873549,0.7959142799919888,0.344,0.36987397479495904,0.988,no,yes,PhD,,0.6666666666666666,0.8600000000000001,C,High
Male,23,Business,0.7821564312862572,0.6992330776925642,0.27859286428809604,0.9529811924769906,0.21109553374724616,0.5509999999999999,0.6007201440288059,0.924,no,yes,Bachelor's,,0.5555555555555556,0.34,A,Medium
Male,20,Engineering,0.9557911582316465,0.08786262087362459,0.2720906968989663,0.5074029611844737,0.18345683957540554,0.052000000000000005,0.5831166233246649,0.18799999999999997,no,yes,Bachelor's,,0.1111111111111111,0.05999999999999996,A,Low
Male,18,CS,0.5801160232046411,0.7127375791930644,0.5388462820940312,0.44957983193277307,0.7182054876827559,0.779,0.60752150430086,0.86,yes,yes,Bachelor's,,0.5555555555555556,0.9800000000000001,A,Medium
Male,22,Mathematics,0.6819363872774554,0.9731577192397466,0.15405135045015006,0.24769907963185278,0.5505707991187663,0.13899999999999998,0.21144228845769153,0.8440000000000001,yes,yes,Master's,,0.6666666666666666,0.36,D,High
Male,21,CS,0.33726745349069825,0.537679226408803,0.8111037012337446,0.09883953581432568,0.5573803324654517,0.133,0.33686737347469486,0.576,no,yes,PhD,,0.4444444444444444,0.2,C,Medium
Male,24,CS,0.5085298950958791,0.4986662220740246,0.06902300766922308,0.5484193677470988,0.753054275986381,0.198,0.9315863172634526,0.34,no,yes,Master's,,0.4444444444444444,0.9199999999999999,C,Medium
Female,23,CS,0.7345469093818765,0.1873957985995332,0.09453151050350118,0.3149259703881551,0.8555978369717606,0.577,0.973994798959792,0.20799999999999996,no,yes,Master's,,0.3333333333333333,0.2,A,Medium
Male,18,Engineering,0.9277855571114223,0.6340446815605202,0.3422807602534178,0.5242096838735494,0.2387342279190868,0.286,0.31186237247449483,0.21200000000000002,no,yes,Master's,,1.0,0.5199999999999999,B,High
Male,24,CS,0.6289257851570315,0.5906968989663222,0.11820606868956324,0.20628251300520212,0.5557780893250551,0.368,0.6445289057811563,0.336,no,yes,Master's,,0.0,0.76,B,Low
Female,19,CS,0.7897579515903179,0.652217405801934,0.4758252750916973,0.8385354141656661,0.8295613859403166,0.932,0.24104820964192847,0.504,no,yes,PhD,,1.0,0.74,A,High
Female,20,CS,0.17143428685737147,0.026008669556518874,0.39979993331110364,1.0,0.8734227919086722,0.8470000000000001,0.368473694738948,0.5840000000000001,yes,yes,PhD,,0.6666666666666666,0.019999999999999928,D,High
Female,19,CS,0.2118423684736948,0.5488496165388462,0.7220740246748916,0.3225290116046419,0.2872020829160826,0.852,0.7923584716943389,0.324,no,yes,PhD,,0.2222222222222222,0.2,B,Low
Female,23,Engineering,0.5319063812762551,0.5951983994664889,0.9533177725908637,0.8427370948379352,0.10374524334067696,0.5780000000000001,0.5011002200440089,0.35600000000000004,no,yes,High School,,0.4444444444444444,0.8800000000000001,C,Medium
Male,19,Business,0.5085298950958791,0.20756918972991,0.7537512504168055,0.8733493397358943,0.23252553575005008,0.866,0.8495699139827967,0.011999999999999993,no,yes,High School,,0.7777777777777778,0.5599999999999999,B,High
Female,19,Business,0.6349269853970795,0.20840280093364452,0.1795598532844282,0.49617192404510324,0.9461245744041659,0.779,0.6287257451490298,0.003999999999999986,no,yes,PhD,,0.1111111111111111,0.68,A,Low
Female,20,CS,0.29145829165833165,0.2762587529176392,0.9358119373124374,0.34293717486994796,0.46244742639695585,0.953,0.6289257851570315,0.9079999999999999,no,yes,Bachelor's,,0.3333333333333333,0.4,F,Medium
Male,20,CS,0.7915583116623325,0.7119039679893298,0.3922974324774925,0.7563025210084032,0.4185860204286002,0.064,0.03360672134426885,0.016000000000000014,yes,yes,PhD,,0.8888888888888888,0.74,A,High
Male,20,Mathematics,0.8081616323264652,0.6065355118372789,0.474324774924975,0.22889155662264898,0.012417384338073253,0.028999999999999998,0.7495499099819964,0.031999999999999994,yes,yes,PhD,,0.1111111111111111,0.2800000000000001,B,Low
Male,24,CS,0.46369273854770954,0.8461153717905968,0.42164054684894975,0.625050020008003,0.05047065892249142,0.175,0.9777955591118224,0.204,no,no,Master's,,0.7777777777777778,0.24000000000000005,F,High
Female,20,Business,0.18063612722544511,0.2957652550850284,0.280593531177059,0.7050820328131251,0.668936511115562,0.9289999999999999,0.4728945789157833,0.7440000000000001,no,yes,PhD,,0.8888888888888888,1.0,D,High
Male,19,CS,0.646729345869174,0.9123041013671223,0.895298432810937,0.49617192404510324,0.5900260364510314,0.606,0.15843168633726748,0.68,no,yes,PhD,,0.2222222222222222,0.15999999999999998,B,Low
Female,22,Mathematics,0.9927985597119424,0.7439146382127376,0.33227742580860287,0.2072829131652661,0.5758061285800121,0.426,0.9769953990798158,0.648,yes,yes,PhD,,0.4444444444444444,0.9800000000000001,A,Medium
Male,22,CS,0.6225245049009801,0.3951317105701901,0.578859619873291,0.8491396558623449,0.10995393550971365,0.513,0.2900580116023206,0.576,no,yes,Bachelor's,,0.3333333333333333,0.9199999999999999,F,Medium
Male,20,Engineering,0.03560712142428488,0.09536512170723573,0.24008002667555847,0.4211684673869547,0.35189264970959333,0.8300000000000001,0.40908181636327257,0.2,no,yes,Master's,,1.0,0.72,C,High
Female,24,Business,0.017003400680136053,0.2570856952317439,0.7975991997332444,0.21648659463785513,0.8129381133587024,0.9289999999999999,0.0772154430886177,0.396,no,no,Master's,,1.0,0.5800000000000001,F,High
Male,21,Engineering,0.3202640528105621,0.9571523841280426,0.7744248082694232,0.5428171268507401,0.1746445023032245,0.73,0.11062212442488499,0.48,no,yes,Bachelor's,,0.7777777777777778,0.0,A,High
Male,18,CS,0.19563912782556514,0.31043681227075687,0.296432144048016,0.8637454981992797,0.883236531143601,0.76,0.21644328865773155,0.5840000000000001,no,yes,PhD,,0.7777777777777778,0.64,D,High
Male,23,Engineering,0.8129625925185038,0.329943314438146,0.681727242414138,0.9673869547819126,0.12096935709993992,0.32,0.5483096619323865,0.2,no,yes,PhD,,0.4444444444444444,0.78,A,Medium
Male,24,Business,0.844768953790758,0.18972990996999003,0.7040680226742247,0.7484993997599039,0.16883637091928702,0.46699999999999997,0.5577115423084618,0.728,no,yes,PhD,,0.4444444444444444,0.74,A,Medium
Male,21,CS,0.25845169033806764,0.8071023674558185,0.5626875625208403,0.005602240896358566,0.47786901662327264,0.885,0.606121224244849,0.308,no,yes,High School,,0.0,0.18000000000000008,B,Low
Female,23,CS,0.32546509301860377,0.27575858619539845,0.600866955651884,0.1348539415766307,0.9459242940116165,0.786,0.5837167433486697,0.66,no,yes,High School,,0.4444444444444444,0.54,C,Medium
Female,21,Engineering,0.23604720944188845,0.3304434811603868,0.5746915638546182,0.07623049219687879,0.3294612457440418,0.6839999999999999,0.4950990198039609,0.512,yes,no,PhD,,0.0,0.5599999999999999,B,Low
Male,21,CS,0.9083816763352671,0.41447149049683224,0.08186062020673551,0.10124049619847943,0.6585219307029841,0.065,0.8019603920784156,0.5920000000000001,yes,yes,Bachelor's,,0.3333333333333333,0.6599999999999999,A,Medium
Female,22,Engineering,0.5025005001000199,0.4338112704234744,0.6705568522840947,0.3831532613045219,0.5888243540957342,0.04,0.9337867573514702,0.41200000000000003,no,yes,PhD,,0.6666666666666666,0.8399999999999999,A,High
Female,18,CS,0.6561312262452491,0.4114704901633879,0.46998999666555513,0.3385354141656663,0.14920889244942914,0.13,0.2696539307861573,0.44400000000000006,no,yes,High School,,0.1111111111111111,0.7,F,Low
Female,21,Engineering,0.4152830566113222,0.503834611537179,0.43864621540513504,0.49617192404510324,0.24794712597636687,0.581,0.1300260052010402,0.868,no,yes,PhD,,0.0,0.14000000000000004,A,Low
Male,20,CS,0.6309261852370474,0.8147715905301768,0.8602867622540845,0.8825530212084833,0.9309032645703987,0.536,0.4248849769953991,0.4759999999999999,yes,yes,Bachelor's,,0.1111111111111111,0.019999999999999928,D,Low
Male,23,Engineering,0.3856771354270856,0.8196065355118372,0.023174391463821283,0.6156462585034013,0.18445824153815346,0.943,0.026205241048209687,0.792,no,yes,Master's,,0.6666666666666666,0.14000000000000004,A,High
Male,24,CS,0.3394678935787159,0.7985995331777259,0.2514171390463487,0.49617192404510324,0.6953735229321051,0.6950000000000001,0.883376675335067,0.396,no,yes,Bachelor's,,0.2222222222222222,0.040000000000000036,A,Low
Female,22,CS,0.6343268653730746,0.10120040013337779,0.1213737912637546,0.49617192404510324,0.9653514920889247,0.294,0.23964792958591724,0.7,yes,yes,PhD,,0.4444444444444444,0.44000000000000006,A,Medium
Female,23,CS,0.5085298950958791,0.7999333111037013,0.03534511503834607,0.4103641456582634,0.11916683356699373,0.161,0.5491098219643927,0.23200000000000004,no,yes,Master's,,0.0,0.2800000000000001,D,Low
Male,20,Mathematics,0.5085298950958791,0.12037345781927307,0.27575858619539845,0.31772709083633444,0.39915882235129174,0.85,0.11482296459291862,0.9159999999999999,no,yes,PhD,,1.0,0.0,A,High
Male,20,CS,0.14922984596919384,0.12470823607869284,0.9888296098699566,0.43857543017206885,0.22371319847786908,0.45999999999999996,0.5531106221244249,0.968,no,yes,Master's,,1.0,0.08000000000000007,D,High
Female,21,Business,0.368473694738948,0.9481493831277092,0.27025675225075024,0.6106442577030811,0.22130983376727417,0.653,0.038807761552310555,0.9,yes,yes,PhD,,1.0,0.4,F,High
Female,20,CS,0.4150830166033208,0.8196065355118372,0.6638879626542179,0.4931972789115647,0.11856599238934513,0.5650000000000001,0.76875375075015,0.348,no,yes,PhD,,0.7777777777777778,0.9399999999999998,C,High
Male,18,CS,0.6285257051410283,0.5525175058352784,0.11837279093031013,0.8383353341336535,0.6499098738233529,0.10700000000000001,0.9553910782156431,0.276,no,yes,Master's,,0.3333333333333333,1.0,C,Medium
Female,20,Engineering,0.9145829165833167,0.875291763921307,0.6020340113371123,0.9005602240896359,0.7468455838173442,0.056999999999999995,0.3068613722744548,0.184,yes,yes,PhD,,1.0,0.05999999999999996,B,High
Female,21,Engineering,0.5085298950958791,0.9896632210736912,0.9848282760920305,0.4697879151660665,0.6771480072100943,0.377,0.25805161032206436,0.872,no,yes,PhD,,0.1111111111111111,0.8399999999999999,C,Low
Female,23,Mathematics,0.5085298950958791,0.6108702900966989,0.29193064354784926,0.23989595838335337,0.9252954135790108,0.362,0.44788957791558326,0.12,no,yes,Bachelor's,,0.7777777777777778,0.4800000000000001,F,High
Female,20,Mathematics,0.1936387277455491,0.6130376792264087,0.8482827609203066,0.9455782312925171,0.14520328459843784,0.674,0.6199239847969594,0.644,no,yes,PhD,,1.0,0.6199999999999999,C,High
Female,22,Business,0.5021004200840168,0.7547515838612869,0.99783261087029,0.7352941176470588,0.31964750650911267,0.632,0.18883776755351078,0.332,no,yes,Bachelor's,,0.4444444444444444,0.5,B,Medium
Female,24,Engineering,0.4296859371874374,0.23224408136045346,0.5886962320773591,0.6404561824729893,0.3444822751852595,0.969,0.803360672134427,0.18799999999999997,no,yes,PhD,,0.1111111111111111,0.9199999999999999,D,Low
Female,22,Engineering,0.7289457891578316,0.1672224074691564,0.30943647882627545,0.7456982793117245,0.23172441417985185,0.858,0.19843968793758754,0.184,no,yes,High School,,0.8888888888888888,0.4800000000000001,A,High
Male,22,CS,0.5085298950958791,0.7597532510836944,0.673724574858286,0.49617192404510324,0.14179851792509512,0.497,0.00520104020804171,0.872,no,yes,High School,,0.5555555555555556,0.15999999999999998,F,Medium
Male,23,Mathematics,0.5943188637727546,0.3449483161053684,0.8451150383461152,0.06762705082032817,0.4868816342880033,0.5,0.5241048209641928,0.86,yes,yes,High School,,0.7777777777777778,0.78,D,High
Female,19,Engineering,0.8837767553510701,0.13504501500500168,0.1713904634878293,0.15326130452180864,0.8349689565391549,0.674,0.11502300460092017,0.272,no,yes,High School,,0.1111111111111111,0.5199999999999999,A,Low
Female,24,Engineering,0.9105821164232847,0.31493831277092366,0.45265088362787603,0.14745898359343731,0.9553374724614462,0.11399999999999999,0.698139627925585,0.031999999999999994,yes,yes,PhD,,0.4444444444444444,0.11999999999999993,A,Medium
Female,22,CS,0.9587917583516703,0.3587862620873625,0.3192730910303434,0.42076830732292914,0.12898057280192265,1.0,0.16723344668933784,0.868,no,yes,PhD,,0.2222222222222222,0.45999999999999996,B,Low
Male,22,CS,0.7731546309261852,0.9654884961653883,0.2834278092697566,0.15746298519407756,0.8237532545563789,0.519,0.817363472694539,0.056000000000000015,no,yes,Master's,,0.7777777777777778,0.68,B,High
Male,19,Mathematics,0.9059811962392478,0.6982327442480826,0.8611203734578193,0.8549419767907163,0.8251552173042261,0.9099999999999999,0.4702940588117623,0.08399999999999999,no,no,Master's,,0.0,0.3,A,Low
Female,23,CS,0.23444688937787556,0.5310103367789262,0.4218072690896965,0.5782312925170069,0.38894452233126386,0.967,0.566113222644529,0.82,no,yes,Master's,,0.8888888888888888,0.9199999999999999,F,High
Male,24,Engineering,0.1974394878975796,0.9691563854618205,0.33911303767922646,0.36834733893557414,0.10955337472461445,0.5820000000000001,0.1864372874574915,0.816,no,yes,High School,,0.5555555555555556,0.8399999999999999,F,Medium
Female,22,CS,0.006201240248049655,0.9034678226075358,0.6037012337445814,0.06962785114045611,0.9907871019427199,0.10300000000000001,0.14642928585717144,0.204,no,yes,PhD,,0.0,0.5599999999999999,D,Low
Female,21,Business,0.706741348269654,0.5121707235745248,0.2194064688229409,0.591236494597839,0.6559182855998399,0.5730000000000001,0.631126225245049,0.04,no,yes,PhD,,0.2222222222222222,0.05999999999999996,A,Low
Female,23,CS,0.9373874774954992,0.9059686562187396,0.22990996998999663,0.11664665866346534,0.9829761666332867,0.5980000000000001,0.2552510502100421,0.06399999999999999,no,yes,PhD,,0.7777777777777778,0.5800000000000001,A,High
Female,24,Business,0.18683736747349475,0.4044681560520174,0.5205068356118706,0.7434973989595837,0.4836771480072103,0.7889999999999999,0.385877175435087,0.452,yes,yes,Bachelor's,,0.7777777777777778,0.41999999999999993,D,High
Female,22,CS,0.6369273854770953,0.2305768589529843,0.4094698232744248,0.8031212484993997,0.39515321450030055,0.048,0.47929585917183437,0.42,no,yes,High School,,0.2222222222222222,0.72,F,Low
Female,22,Business,0.7463492698539707,0.23274424808269423,0.2950983661220407,0.54421768707483,0.24694572401361906,0.466,0.22944588917783554,0.184,no,yes,PhD,,1.0,0.25999999999999995,A,High
Female,19,Business,0.9275855171034206,0.6625541847282426,0.0540180060020007,0.14965986394557815,0.9843781293811339,0.923,0.7953590718143628,0.9079999999999999,yes,yes,PhD,,0.7777777777777778,0.6,B,High
Male,24,CS,0.646729345869174,0.5011670556852285,0.5210070023341113,0.7871148459383753,0.2529541357901061,0.991,0.9393878775755151,0.552,yes,yes,PhD,,0.5555555555555556,0.5599999999999999,F,Medium
Female,21,Engineering,0.9701940388077617,0.6592197399133045,0.8169389796598866,0.3079231692677071,0.023232525535749986,0.191,0.4316863372674536,0.8079999999999999,no,yes,PhD,,0.6666666666666666,0.5199999999999999,B,High
Male,23,CS,0.34446889377875584,0.6862287429143047,0.851617205735245,0.22268907563025214,0.5125175245343482,0.8710000000000001,0.9175835167033406,0.10399999999999998,no,yes,Bachelor's,,0.1111111111111111,0.11999999999999993,B,Low
Female,20,CS,0.34986997399479897,0.022340780260086752,0.23557852617539182,0.4707883153261304,0.3769276987782895,0.146,0.8825765153030605,0.972,yes,yes,High School,,0.0,0.4800000000000001,C,Low
Female,18,Business,0.5429085817163434,0.0540180060020007,0.5998666222074025,0.9229691876750699,0.26116563188463854,0.841,0.16583316663332665,0.8079999999999999,no,yes,PhD,,0.0,0.5599999999999999,C,Low
Male,21,Engineering,0.383476695339068,0.5328442814271422,0.8561187062354116,0.2975190076030413,0.6348888443821351,0.277,0.17323464692938595,0.288,no,yes,PhD,,0.2222222222222222,0.9199999999999999,B,Low
Male,20,CS,0.0012002400480096475,0.1910636878959653,0.40880293431143705,0.9059623849539815,0.36410975365511705,0.96,0.4772954590918185,0.02,yes,yes,Master's,,0.6666666666666666,0.45999999999999996,D,High
Female,21,CS,0.5085298950958791,0.6327109036345449,0.9324774924974992,0.05362144857943176,0.40216302823953537,0.6950000000000001,0.5257051410282058,0.16399999999999998,no,yes,High School,,0.8888888888888888,0.64,B,High
Male,24,CS,0.7517503500700141,0.5523507835945314,0.903301100366789,0.08363345338135253,0.022431403965551724,0.399,0.3410682136427286,0.42,no,yes,High School,,0.1111111111111111,0.5599999999999999,B,Low
Female,20,Business,0.7469493898779755,0.5860286762254086,0.20823607869289765,0.6988795518207284,0.5892249148808333,0.281,0.31286257251450306,0.003999999999999986,no,yes,PhD,,0.5555555555555556,0.2,A,Medium
Female,24,CS,0.344868973794759,0.30260086695565186,0.25908636212070685,0.1906762705082033,0.12157019827758865,0.23500000000000001,0.4312862572514502,0.04,yes,yes,PhD,,0.7777777777777778,0.18000000000000008,B,High
Male,20,Mathematics,0.5221044208841769,0.6400466822274091,0.18056018672890958,0.31672669067627046,0.21349889845784095,0.6809999999999999,0.6903380676135227,0.1,yes,yes,PhD,,0.8888888888888888,0.74,C,High
Male,21,Mathematics,0.359871974394879,0.829776592197399,0.19606535511837275,0.1364545818327331,0.7176046465051072,0.8960000000000001,0.08421684336867374,0.8079999999999999,no,yes,PhD,,1.0,0.5199999999999999,B,High
Male,19,CS,0.015803160632126407,0.9983327775925307,0.9081360453484494,0.3323329331732693,0.31303825355497694,0.755,0.7105421084216844,0.5479999999999999,yes,yes,PhD,,0.2222222222222222,0.9,D,Low
Male,21,CS,0.5623124624924986,0.8387795931977325,0.9314771590530176,0.28051220488195266,0.16282795914279985,0.835,0.9261852370474095,0.19200000000000003,yes,yes,PhD,,0.4444444444444444,0.9,D,Medium
Female,24,Business,0.12362472494498898,0.5576858952984328,0.05185061687229075,0.7366946778711483,0.5776086521129583,0.7809999999999999,0.7635527105421086,0.264,no,yes,Bachelor's,,0.4444444444444444,0.3,C,Medium
Male,21,CS,0.07981596319263856,0.19356452150716905,0.5938646215405136,0.7022809123649458,0.2147005808131384,0.9789999999999999,0.19143828765753151,0.644,yes,yes,PhD,,0.7777777777777778,0.1,F,High
Male,20,CS,0.7553510702140427,0.681727242414138,0.5643547849283093,0.9553821528611444,0.2707790907270178,0.758,0.08721744348869773,0.32,no,yes,Bachelor's,,0.0,0.34,A,Low
Male,18,CS,0.009401880376075191,0.9379793264421474,0.3906302100700233,0.72468987595038,0.6216703384738633,0.21000000000000002,0.4902980596119223,0.684,no,yes,PhD,,0.2222222222222222,0.05999999999999996,D,Low
Male,20,Engineering,0.958991798359672,0.21190396798932978,0.6318772924308104,0.6950780312124848,0.7402363308632085,0.792,0.956391278255651,0.78,yes,no,Master's,,0.5555555555555556,0.78,A,Medium
Male,22,Business,0.5151030206041209,0.2560853617872624,0.9476492164054685,0.6944777911164464,0.7400360504706591,0.322,0.8189637927585518,0.308,yes,yes,High School,,0.5555555555555556,0.14000000000000004,A,Medium
